user_id,sign_up_date,gender,marital_status,children_status,home_country,home_city,home_airport,destination,destination_airport,page_clicks,base_fare_usd,home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon,check_in_time,check_out_time,age,avg_session_length,num_sessions,total_flights_booked,total_hotels_booked,total_return_flights_booked,total_checked_bags,cancellations,total_flight_discounts,total_hotel_discounts,total_rooms_booked,Avg_checked_bags,Avg_flight_discount_amount,Avg_base_fare,Avg_hotel_discount_amount,Avg_page_clicks,cancellations_ratio,Avg_flights_booked,Avg_hotels_booked,length_of_stay,flight_distance_km,dollars_saved,ADS,scaled_ADS,discount_flight_proportion,scaled_distance,ADS_per_km,bargain_hunter_index,Clusters,Perks,free_checked_bags_index,free_checked_bags,free_hotel_meals_index,free_hotel_meals,no_cancellation_fee_index,no_cancellation_fee,one_night_free_hotel_index,one_night_free_hotel,Exclusive_Discount,min_rank,preferred_perk
551567,25/01/2023,F,Married,Has no children,usa,los angeles,LAX,washington,UGN,153,1504.27,33.942,-118.408,41.786,-73.779,01/06/2023 14:49,10/06/2023 11:00,50,2.4,8,6,6,6,5,0,1,0,7,5,0.166666667,1504.27,0,153,0,6,6,8,3967.434231,1504.27,1504.27,0.064827579,0,0.248315965,0.001780471,1506.67,0,['Free checked bags'],3972.434231,162,21,87,153,819,14,127,387,87,Free Hotel Meals
551576,25/01/2023,F,Unmarried,Has no children,usa,tallahassee,TLH,columbus,CMH,102,198.03,30.396,-84.35,39.998,-82.892,14/06/2023 10:20,17/06/2023 11:00,18,1.6,8,1,1,1,1,0,0,3,1,1,0,198.03,3,102,0,1,1,3,1075.833853,0,0,0,0,0.066704262,0,1.6,1,['One night free hotel with flight'],1076.833853,1739,5,1755,102,1576,4,1374,2208,1374,One Night Free Hotel
551600,25/01/2023,F,Unmarried,Has no children,usa,boston,BOS,dallas,DAL,86,847.06,42.364,-71.005,32.847,-96.852,27/02/2023 12:07,07/03/2023 11:00,18,1.3,8,1,1,1,1,0,4,0,2,1,0.666666667,847.06,0,86,0,1,1,7,2497.582325,3388.24,3388.24,0.146018597,0,0.155999506,0.006383587,3389.54,1,['One night free hotel with flight'],2498.582325,812,10,588,86,2068,8,464,50,50,Exclusive Discount
551615,25/01/2023,F,Married,Has no children,usa,omaha,OFF,san antonio,RND,174,235.86,41.118,-95.913,29.529,-98.279,27/03/2023 11:00,31/03/2023 11:00,30,2.7,8,1,1,1,0,0,3,2,1,0,0.5,235.86,2,174,0,1,1,4,1306.241534,707.58,707.58,0.03049366,0,0.081175394,0.002561917,711.28,1,['One night free hotel with flight'],1306.241534,1571,6,1438,174,149,5,1019,924,149,No Cancellation Fee
551620,25/01/2023,F,Unmarried,Has no children,usa,chicago,UGN,san diego,NZY,86,533.3,42.422,-87.868,40.64,-73.779,01/07/2023 10:29,04/07/2023 11:00,30,1.3,8,2,2,2,0,0,4,2,3,0,0.666666667,533.3,2,86,0,2,2,3,1187.951742,2133.2,2133.2,0.091931761,0,0.07374601,0.008501722,2135.833333,1,['One night free hotel with flight'],1187.951742,1655,8,924,86,2069,5,1020,155,155,Exclusive Discount
551622,25/01/2023,M,Married,Has no children,usa,san antonio,SKF,amsterdam,AMS,350,1425.9,29.384,-98.581,52.309,4.764,23/09/2023 03:22,04/10/2023 11:00,58,17.3,8,2,2,2,0,1,1,3,2,0,0.166666667,1425.9,3,350,1,2,2,11,8296.80811,1425.9,1425.9,0.061450168,0,0.52022939,0.000805579,1443.7,2,['No cancellation fee'],8296.80811,29,15,133,351,164,13,67,216,29,Free Checked Bags
551627,25/01/2023,F,Unmarried,Has no children,usa,providence,PVD,nashville,CLT,90,256.63,41.724,-71.428,36.124,-80.943,02/05/2023 10:49,06/05/2023 11:00,32,1.4,8,2,1,2,3,0,0,0,1,3,0,256.63,0,90,0,2,1,4,1031.046663,0,0,0,0,0.063891329,0,1.4,1,['One night free hotel with flight'],1034.046663,1784,6,1439,90,1961,6,756,2299,756,One Night Free Hotel
551662,25/01/2023,F,Unmarried,Has no children,usa,san diego,SAN,columbus,LCK,85,519.88,32.733,-117.189,39.998,-82.892,15/05/2023 12:56,19/05/2023 11:00,46,1.3,8,1,1,1,0,0,1,1,1,0,0.166666667,519.88,1,85,0,1,1,3,3154.217614,519.88,519.88,0.022404596,0,0.197240562,0.000774677,521.3466667,1,['One night free hotel with flight'],3154.217614,551,5,1756,85,2086,4,1375,1232,551,Free Checked Bags
551665,25/01/2023,F,Unmarried,Has children,usa,fort worth,FTW,new york,JFK,129,427.01,32.82,-97.362,40.64,-73.779,09/05/2023 16:49,11/05/2023 11:00,55,2,8,3,4,3,1,0,1,1,4,1,0.166666667,427.01,1,129,0,3,4,1,2265.463532,427.01,427.01,0.018402298,0,0.141420905,0.000887439,429.1766667,0,['Free checked bags'],2266.463532,827,9,1466,129,1455,4,1845,1434,827,Free Checked Bags
551681,25/01/2023,F,Unmarried,Has no children,canada,edmonton,YXD,san diego,SAN,103,1290.59,53.573,-113.521,35.042,-89.977,25/03/2023 12:55,27/03/2023 11:00,31,1.6,8,2,2,2,1,0,1,3,4,1,0.166666667,1290.59,3,103,0,2,2,1,2759.104282,1290.59,1290.59,0.055618888,0,0.172424821,0.002199897,1292.69,1,['One night free hotel with flight'],2760.104282,695,7,1165,103,1534,3,1821,464,464,Exclusive Discount
551685,25/01/2023,M,Married,Has no children,usa,san antonio,RND,las vegas,LSV,103,295.01,29.529,-98.279,36.08,-115.152,16/06/2023 16:10,20/06/2023 11:00,67,1.6,8,1,1,1,0,0,2,2,1,0,0.333333333,295.01,2,103,0,1,1,3,1733.811242,590.02,590.02,0.025427329,0,0.108029611,0.001605232,592.2866667,1,['One night free hotel with flight'],1733.811242,1320,5,1757,103,1535,4,1376,1127,1127,Exclusive Discount
551718,25/01/2023,F,Unmarried,Has children,usa,baltimore,BWI,new york,UGN,141,207.34,39.175,-76.668,41.786,-73.779,19/05/2023 11:13,26/05/2023 11:00,33,2.2,8,2,3,2,1,0,1,0,5,1,0.166666667,207.34,0,141,0,2,3,6,379.4178758,207.34,207.34,0.008935464,0,0.022964715,0.002653603,209.54,1,['One night free hotel with flight'],380.4178758,2292,14,243,141,497,8,465,1721,243,Free Hotel Meals
551729,25/01/2023,F,Unmarried,Has no children,canada,vancouver,YVR,memphis,MEM,93,540.81,49.195,-123.182,35.042,-89.977,14/03/2023 12:54,16/03/2023 11:00,17,1.4,8,1,1,1,0,0,0,1,1,0,0,540.81,1,93,0,1,1,1,3122.442028,0,0,0,0,0.195244844,0,1.4,1,['One night free hotel with flight'],3122.442028,559,3,2228,93,1871,2,2177,2300,559,Free Checked Bags
551804,25/01/2023,M,Married,Has no children,usa,san antonio,SAT,new york,YXD,121,530.12,29.534,-98.47,53.667,-73.779,29/06/2023 10:15,30/06/2023 11:00,45,1.9,8,4,5,4,1,0,5,2,6,1,0.833333333,530.12,2,121,0,4,5,1,3342.926808,2650.6,2650.6,0.11422948,0,0.209092752,0.003725796,2654.166667,0,['Free checked bags'],3343.926808,421,12,786,121,1662,5,1511,127,127,Exclusive Discount
551834,25/01/2023,F,Married,Has no children,usa,cleveland,CLE,new york,LGA,136,118.24,41.412,-81.85,40.64,-73.779,09/07/2023 11:00,16/07/2023 11:00,55,2.1,8,2,2,2,0,0,0,1,2,0,0,118.24,1,136,0,2,2,7,682.2141711,0,0,0,0,0.041982332,0,2.1,1,['One night free hotel with flight'],682.2141711,2015,11,464,136,586,9,357,2003,357,One Night Free Hotel
551847,25/01/2023,F,Married,Has no children,usa,washington,DCA,oklahoma city,ORD,82,333.5,38.852,-77.037,41.786,-87.752,27/03/2023 12:19,03/04/2023 11:00,37,1.3,8,2,2,2,1,0,2,1,2,1,0.333333333,333.5,1,82,0,2,2,6,964.4168791,667,667,0.028744836,0,0.059706536,0.003283355,668.6333333,1,['One night free hotel with flight'],965.4168791,1820,10,589,82,2158,8,466,1005,466,One Night Free Hotel
551890,25/01/2023,F,Unmarried,Has no children,canada,saskatoon,YXE,san antonio,SAT,103,736.84,52.171,-106.7,36.08,-98.279,11/04/2023 11:00,15/04/2023 11:00,32,1.6,8,3,3,3,3,0,1,3,3,3,0.166666667,736.84,3,103,0,3,3,4,1908.231151,736.84,736.84,0.03175464,0,0.118984339,0.001820108,738.94,0,['Free checked bags'],1911.231151,972,10,1229,103,1980,7,846,988,846,One Night Free Hotel
551914,25/01/2023,F,Unmarried,Has no children,canada,calgary,YYC,new york,LGA,94,591.59,51.114,-114.02,40.64,-73.779,13/02/2023 18:57,14/02/2023 11:00,51,1.5,8,2,2,2,2,0,0,0,2,2,0,591.59,0,94,0,2,2,0,3277.11177,0,0,0,0,0.204959131,0,1.5,1,['One night free hotel with flight'],3279.11177,490,4,2034,94,1832,2,2178,2251,490,Free Checked Bags
551963,25/01/2023,F,Unmarried,Has no children,usa,fort worth,FTW,philadelphia,PHL,97,820.25,32.82,-97.362,41.786,-73.779,22/03/2023 11:26,24/03/2023 11:00,38,1.5,8,4,3,4,4,0,4,2,5,4,0.666666667,820.25,2,97,0,4,3,1,2301.685441,3281,3281,0.141397014,0,0.143695881,0.006710822,3283.833333,0,['Free checked bags'],2305.685441,797,9,1467,97,2036,5,1512,64,64,Exclusive Discount
551967,25/01/2023,F,Married,Has no children,usa,omaha,OFF,toronto,YZD,112,756.36,41.118,-95.913,51.114,-79.37,14/04/2023 15:13,17/04/2023 11:00,41,1.7,8,2,3,2,2,0,2,0,6,2,0.333333333,756.36,0,112,0,2,3,2,1684.643653,1512.72,1512.72,0.065191737,0,0.10494156,0.004236672,1514.42,1,['One night free hotel with flight'],1686.643653,1343,11,465,112,1224,4,1377,313,313,Exclusive Discount
551978,25/01/2023,F,Unmarried,Has children,usa,houston,HOU,new york,LGA,76,414.64,29.645,-95.279,40.64,-73.779,21/03/2023 15:52,26/03/2023 11:00,17,1.2,8,1,2,1,3,0,0,0,2,3,0,414.64,0,76,0,1,2,4,2296.128625,0,0,0,0,0.143346876,0,1.2,1,['One night free hotel with flight'],2299.128625,916,8,925,76,2259,5,1021,2364,916,Free Checked Bags
551990,25/01/2023,F,Unmarried,Has no children,usa,washington,IAD,san francisco,YYC,127,707.35,38.944,-77.456,51.114,-114.02,16/07/2023 11:00,02/08/2023 11:00,18,1.8,9,2,3,1,0,0,1,0,4,0,0.166666667,707.35,0,127,0,2,3,17,3133.943385,707.35,707.35,0.030483748,0,0.195967206,0.001060876,709.15,1,['One night free hotel with flight'],3133.943385,552,24,31,127,785,19,33,929,31,Free Hotel Meals
552036,25/01/2023,F,Married,Has children,canada,montreal,YMX,new york,LGA,215,291.26,45.68,-74.039,40.64,-73.779,03/02/2023 14:42,08/02/2023 11:00,55,3,9,1,1,1,0,0,3,0,3,0,0.5,291.26,0,215,0,1,1,4,560.8181463,873.78,873.78,0.037656167,0,0.034357856,0.007474633,876.78,1,['One night free hotel with flight'],560.8181463,2130,8,926,215,39,5,1022,743,39,No Cancellation Fee
552088,25/01/2023,F,Unmarried,Has no children,usa,kansas city,MCI,los angeles,LSQ,158,415.07,39.297,-94.714,33.942,-96.852,14/03/2023 09:55,15/03/2023 11:00,29,2.5,8,2,3,2,0,0,2,1,3,0,0.333333333,415.07,1,158,0,2,3,1,625.2164157,830.14,830.14,0.03577547,0,0.038402495,0.006353393,832.9733333,1,['One night free hotel with flight'],625.2164157,2052,7,1166,158,265,3,1822,774,265,No Cancellation Fee
552172,25/01/2023,F,Married,Has children,usa,las vegas,LSV,philadelphia,PNE,221,5801.041898,36.236,-115.034,40.64,79.884,05/11/2023 15:40,20/11/2023 11:00,54,14.4,8,4,5,3,8,1,2,4,9,8,0.333333333,5801.041898,4,221,1,4,5,14,11332.23438,11602.0838,11602.0838,0.5,0,0.710874314,0.00479686,11617.81713,3,['Free hotel meals'],11340.23438,31,28,3,222,49,18,9,43,3,Free Hotel Meals
552192,25/01/2023,F,Unmarried,Has no children,usa,los angeles,LAX,new york,YYC,146,1319.95,33.942,-118.408,51.114,-73.779,21/06/2023 10:25,22/06/2023 11:00,38,2.2,8,4,5,3,3,0,0,0,6,3,0,1319.95,0,146,0,4,5,1,4043.561062,0,0,0,0,0.253097235,0,2.2,0,['Free checked bags'],4046.561062,104,12,787,146,998,5,1513,1843,104,Free Checked Bags
552303,25/01/2023,F,Married,Has no children,usa,oklahoma city,OKC,las vegas,LSV,144,296.29,35.393,-97.601,36.08,-80.943,23/03/2023 11:00,04/04/2023 11:00,56,2.2,8,3,4,3,2,0,1,0,4,2,0.166666667,296.29,0,144,0,3,4,12,1503.624207,296.29,296.29,0.012768827,0,0.093572337,0.000930644,298.49,0,['Free checked bags'],1505.624207,1151,20,116,144,1046,15,92,1540,92,One Night Free Hotel
552313,25/01/2023,F,Unmarried,Has no children,usa,los angeles,LAX,san jose,SVZ,198,1484.54,33.942,-118.408,39.872,-75.241,16/07/2023 09:41,18/07/2023 11:00,45,3.1,8,6,5,6,4,0,1,1,8,4,0.166666667,1484.54,1,198,0,6,5,2,3856.344039,1484.54,1484.54,0.0639773,0,0.241338763,0.001807918,1487.806667,0,['Free checked bags'],3860.344039,246,15,378,198,174,8,593,409,174,No Cancellation Fee
552314,25/01/2023,F,Married,Has children,usa,san diego,SAN,washington,IND,81,798.7,32.733,-117.189,42.364,-71.005,18/03/2023 15:34,21/03/2023 11:00,53,1.3,8,3,2,3,1,0,2,1,2,1,0.333333333,798.7,1,81,0,3,2,2,4155.86177,1597.4,1597.4,0.068841082,0,0.260150465,0.001804691,1599.033333,1,['One night free hotel with flight'],4156.86177,84,6,1440,81,2174,5,1023,282,84,Free Checked Bags
552345,25/01/2023,M,Married,Has children,usa,san jose,SJC,new york,NIP,107,1733.33,37.362,-121.929,40.64,-73.779,08/06/2023 16:57,10/06/2023 11:00,41,1.7,8,3,3,3,1,0,0,2,4,1,0,1733.33,2,107,0,3,3,1,4124.793561,0,0,0,0,0.258199176,0,1.7,0,['Free checked bags'],4125.793561,72,8,1701,107,1924,4,1846,2026,72,Free Checked Bags
552348,25/01/2023,F,Married,Has no children,usa,phoenix,LUF,toronto,YYZ,184,618.77,33.535,-112.383,45.517,-73.417,16/05/2023 12:49,19/05/2023 11:00,58,2.9,8,4,4,4,2,0,0,2,4,2,0,618.77,2,184,0,4,4,2,3555.574148,0,0,0,0,0.222448417,0,2.9,0,['Free checked bags'],3557.574148,339,10,1230,184,296,6,1158,1653,296,No Cancellation Fee
552363,25/01/2023,F,Married,Has no children,canada,saskatoon,YXE,toronto,YYZ,124,392.06,52.171,-106.7,43.862,-79.37,13/05/2023 11:39,13/05/2023 11:00,32,1.9,8,3,3,2,3,0,0,2,3,3,0,392.06,2,124,0,3,3,-1,2215.488396,0,0,0,0,0.138282134,0,1.9,0,['Free checked bags'],2218.488396,855,5,2054,124,1597,2,2060,1964,855,Free Checked Bags
552366,25/01/2023,F,Unmarried,Has no children,usa,reno,RNO,washington,YOW,99,2584.39,39.498,-119.768,45.323,-73.779,10/07/2023 21:33,16/07/2023 11:00,39,1.5,8,3,4,3,1,0,2,2,9,1,0.333333333,2584.39,2,99,0,3,4,5,3778.232622,5168.78,5168.78,0.222752227,0,0.236432848,0.00642531,5170.946667,0,['Free checked bags'],3779.232622,273,18,189,99,2024,8,594,12,12,Exclusive Discount
552372,25/01/2023,F,Married,Has no children,canada,ottawa,YOW,jacksonville,UGN,108,296.2,45.323,-75.669,41.786,-81.688,26/05/2023 11:09,26/05/2023 11:00,49,1.7,8,2,2,2,1,0,0,0,2,1,0,296.2,0,108,0,2,2,-1,624.153393,0,0,0,0,0.03833573,0,1.7,1,['One night free hotel with flight'],625.153393,2054,3,2229,108,1365,1,2331,2159,1365,No Cancellation Fee
552384,25/01/2023,F,Unmarried,Has no children,usa,new york,LGA,los angeles,LAX,120,678.36,40.777,-73.872,39.858,-76.668,08/05/2023 17:57,14/05/2023 11:00,59,1.9,8,3,3,3,2,0,3,1,3,2,0.5,678.36,1,120,0,3,3,5,258.1240587,2035.08,2035.08,0.087703211,0,0.015346658,0.038974587,2037.48,0,['Free checked bags'],260.1240587,2013,11,999,120,1686,8,595,235,235,Exclusive Discount
552414,25/01/2023,F,Unmarried,Has no children,usa,las vegas,LSV,portland,PDX,128,613.89,36.236,-115.034,45.589,-73.779,10/06/2023 11:29,15/06/2023 11:00,32,2,8,4,4,4,1,0,1,2,4,1,0.166666667,613.89,2,128,0,4,4,4,3575.622174,613.89,613.89,0.026456023,0,0.223707566,0.000806536,616.2233333,0,['Free checked bags'],3576.622174,330,12,788,128,1483,8,596,1175,330,Free Checked Bags
552432,25/01/2023,F,Married,Has no children,usa,new york,JFK,san jose,UGN,152,1441.97,40.64,-73.779,41.786,-86.294,22/04/2023 15:20,26/04/2023 11:00,49,2.4,8,4,3,3,3,0,1,0,4,3,0.166666667,1441.97,0,152,0,4,3,3,1053.626977,1441.97,1441.97,0.062142716,0,0.065309523,0.006489236,1444.37,0,['Free checked bags'],1056.626977,1464,10,1231,152,846,7,847,446,446,Exclusive Discount
552440,25/01/2023,F,Married,Has children,usa,san jose,SJC,san diego,NZY,87,578.97,37.362,-121.929,39.998,-82.892,06/04/2023 14:50,07/04/2023 11:00,56,1.3,8,2,2,2,1,0,1,0,2,1,0.166666667,578.97,0,87,0,2,2,0,3374.16949,578.97,578.97,0.024951121,0,0.211055,0.000806258,580.27,1,['One night free hotel with flight'],3375.16949,457,4,2035,87,2047,2,2179,1151,457,Free Checked Bags
552473,25/01/2023,F,Unmarried,Has no children,canada,montreal,YUL,san francisco,SFO,157,760.46,45.468,-73.741,37.619,-118.408,17/04/2023 18:05,18/04/2023 11:00,39,2.4,8,3,1,3,1,0,0,0,1,1,0,760.46,0,157,0,3,1,0,3767.289633,0,0,0,0,0.235745555,0,2.4,1,['One night free hotel with flight'],3768.289633,295,2,2341,157,277,3,1823,1940,277,No Cancellation Fee
552487,25/01/2023,F,Married,Has no children,usa,new orleans,NBG,las vegas,LAS,124,476.52,29.825,-90.035,36.08,-115.152,16/03/2023 18:02,18/03/2023 11:00,50,1.9,8,1,2,1,0,0,1,1,2,0,0.166666667,476.52,1,124,0,1,2,1,2436.671938,476.52,476.52,0.020535966,0,0.152173929,0.000920354,478.5866667,1,['One night free hotel with flight'],2436.671938,844,5,1758,124,887,2,2180,1302,844,Free Checked Bags
552532,25/01/2023,F,Married,Has children,usa,los angeles,LAX,fresno,FTW,156,694.47,33.942,-118.408,36.776,-97.362,05/04/2023 09:25,07/04/2023 11:00,54,2.4,8,2,2,2,1,0,1,1,5,1,0.166666667,694.47,1,156,0,2,2,2,1930.320746,694.47,694.47,0.029928675,0,0.120371712,0.001695676,697.0366667,1,['One night free hotel with flight'],1931.320746,1190,9,732,156,286,4,1378,958,286,No Cancellation Fee
552535,25/01/2023,F,Married,Has no children,usa,new york,LGA,ottawa,YYC,118,1763.06,40.777,-73.872,51.114,-73.417,04/04/2023 15:04,06/04/2023 11:00,49,1.8,8,4,4,4,1,0,0,1,7,1,0,1763.06,1,118,0,4,4,1,1149.954048,0,0,0,0,0.071359502,0,1.8,0,['Free checked bags'],1150.954048,1395,12,789,118,1725,5,1514,2003,789,Free Hotel Meals
552558,25/01/2023,F,Married,Has children,canada,vancouver,YVR,new york,YEG,150,745.16,49.195,-123.182,53.667,-73.779,02/07/2023 14:02,04/07/2023 11:00,52,2.3,8,2,4,2,2,0,0,2,4,2,0,745.16,2,150,0,2,4,1,3390.200245,0,0,0,0,0.212061838,0,2.3,0,['Free checked bags'],3392.200245,414,9,1468,150,907,3,2016,1807,414,Free Checked Bags
552573,25/01/2023,M,Married,Has children,usa,st. petersburg,PIE,phoenix,PCB,69,5801.041898,27.911,-82.687,33.535,106.891,18/02/2023 13:37,20/02/2023 11:00,36,1.1,8,2,1,2,4,0,2,0,1,4,0.333333333,5801.041898,0,69,0,2,1,1,13108.36073,11602.0838,11602.0838,0.5,0,0.822426841,0.004146222,11603.1838,3,['Free hotel meals'],13112.36073,13,3,124,69,125,3,122,48,13,Free Checked Bags
552597,25/01/2023,F,Unmarried,Has no children,usa,los angeles,LAX,san francisco,UGN,133,2006.31,33.942,-118.408,41.786,-73.779,27/05/2023 12:30,04/06/2023 11:00,28,2.1,8,3,2,3,4,0,1,1,4,4,0.166666667,2006.31,1,133,0,3,2,7,3967.434231,2006.31,2006.31,0.086463347,0,0.248315965,0.002374692,2008.576667,0,['Free checked bags'],3971.434231,167,13,618,133,1351,10,321,241,167,Free Checked Bags
552598,25/01/2023,F,Married,Has children,usa,san diego,SAN,seattle,SJC,123,627.96,32.733,-117.189,47.53,-76.668,10/05/2023 17:07,12/05/2023 11:00,53,1.7,9,3,2,3,1,0,2,1,2,1,0.333333333,627.96,1,123,0,3,2,1,3762.599513,1255.92,1255.92,0.05412476,0,0.235450985,0.001567745,1257.953333,1,['One night free hotel with flight'],3763.599513,299,5,1759,123,916,4,1379,491,299,Free Checked Bags
552613,25/01/2023,F,Unmarried,Has children,usa,philadelphia,PNE,winnipeg,YWG,120,388.74,40.082,-75.011,50.056,-86.678,20/07/2023 21:50,24/07/2023 11:00,43,1.9,8,4,4,3,0,0,3,0,4,0,0.5,388.74,0,120,0,4,4,3,1435.099656,1166.22,1166.22,0.050259075,0,0.08926854,0.003839688,1168.12,0,['Free checked bags'],1435.099656,1190,11,1000,120,1687,7,848,633,633,Exclusive Discount
552623,25/01/2023,F,Unmarried,Has children,usa,austin,AUS,johor bahru,JHB,72,5801.041898,30.194,-97.67,1.641,103.669,05/04/2024 08:46,14/04/2024 11:00,18,1.1,8,1,1,1,2,0,0,2,1,2,0,5801.041898,2,72,0,1,1,9,15813.8407,0,0,0,0,0.992348947,0,1.1,1,['One night free hotel with flight'],15815.8407,1,11,466,72,2311,10,281,2381,1,Free Checked Bags
552642,25/01/2023,F,Married,Has no children,usa,phoenix,LUF,san antonio,UGN,154,426.25,33.535,-112.383,45.589,-87.752,10/05/2023 10:59,13/05/2023 11:00,43,2.4,8,3,3,3,2,0,2,2,3,2,0.333333333,426.25,2,154,0,3,3,3,2485.251049,852.5,852.5,0.03673909,0,0.15522502,0.00161416,855.5666667,0,['Free checked bags'],2487.251049,730,9,1469,154,807,6,1159,862,730,Free Checked Bags
552643,25/01/2023,F,Married,Has children,canada,saskatoon,YXE,winnipeg,YWG,161,441.35,52.171,-106.7,50.056,-97.032,22/04/2023 17:47,24/04/2023 11:00,45,2.5,8,3,3,3,0,0,1,1,3,0,0.166666667,441.35,1,161,0,3,3,1,714.0244763,441.35,441.35,0.01902029,0,0.043980231,0.002949439,444.0166667,0,['Free checked bags'],714.0244763,1689,7,1913,161,664,4,1847,1416,664,No Cancellation Fee
552649,25/01/2023,F,Unmarried,Has no children,usa,philadelphia,PNE,phoenix,PHX,100,599.69,40.082,-75.011,39.175,-76.668,12/03/2023 09:13,14/03/2023 11:00,27,1.5,8,2,2,2,1,0,1,0,3,1,0.166666667,599.69,0,100,0,2,2,2,174.091037,599.69,599.69,0.025844064,0,0.010068826,0.017504988,601.19,1,['One night free hotel with flight'],175.091037,2365,7,1167,100,1641,4,1380,1109,1109,Exclusive Discount
552653,25/01/2023,F,Married,Has no children,usa,philadelphia,PHL,new york,YIP,293,127.03,39.872,-75.241,42.409,-73.779,19/02/2023 12:53,22/02/2023 11:00,59,14.9,9,3,3,3,0,1,3,3,3,0,0.5,127.03,3,293,1,3,3,2,307.5088827,381.09,381.09,0.016423343,0,0.018448352,0.00607133,397.49,2,['No cancellation fee'],307.5088827,427,8,359,294,272,5,356,415,272,No Cancellation Fee
552661,25/01/2023,F,Unmarried,Has no children,usa,dallas,DAL,philadelphia,TIK,134,364.3,32.847,-96.852,39.872,-75.241,03/04/2023 13:36,06/04/2023 11:00,30,2.1,8,3,3,2,2,0,3,2,3,2,0.5,364.3,2,134,0,3,3,2,2080.167296,1092.9,1092.9,0.047099298,0,0.129783071,0.002475006,1096,0,['Free checked bags'],2082.167296,914,8,1702,134,1323,5,1515,693,693,Exclusive Discount
552732,25/01/2023,F,Unmarried,Has no children,canada,vancouver,YVR,los angeles,LAX,146,574.33,49.195,-123.182,43.173,-79.935,28/07/2023 16:10,01/08/2023 11:00,44,2.3,8,2,2,2,2,0,2,2,2,2,0.333333333,574.33,2,146,0,2,2,3,3348.315547,1148.66,1148.66,0.049502314,0,0.209431201,0.001611996,1151.626667,1,['One night free hotel with flight'],3350.315547,468,7,1168,146,426,5,1024,565,426,No Cancellation Fee
552734,25/01/2023,F,Unmarried,Has children,usa,nashville,BNA,toronto,YTZ,136,463.43,36.124,-86.678,43.862,-79.37,16/03/2023 16:36,22/03/2023 11:00,52,2.1,8,4,3,4,4,0,2,0,3,4,0.333333333,463.43,0,136,0,4,3,5,1061.067231,926.86,926.86,0.039943687,0,0.06577682,0.004141476,928.96,0,['Free checked bags'],1065.067231,1457,11,1001,136,1264,9,440,815,440,One Night Free Hotel
552760,25/01/2023,F,Married,Has no children,usa,new york,LGA,san jose,SJO,106,715.55,40.777,-73.872,39.872,-75.241,19/02/2023 12:03,22/02/2023 11:00,53,1.6,8,3,1,3,2,0,1,1,1,2,0.166666667,715.55,1,106,0,3,1,2,153.6048775,715.55,715.55,0.030837133,0,0.008782159,0.023947078,717.3166667,1,['One night free hotel with flight'],155.6048775,2370,4,2036,106,1431,5,1025,914,914,Exclusive Discount
552763,25/01/2023,M,Married,Has no children,usa,omaha,OMA,winnipeg,YWG,133,379.84,41.302,-95.894,50.056,-73.779,01/03/2023 15:13,03/03/2023 11:00,43,2.1,8,3,2,3,3,0,3,1,2,3,0.5,379.84,1,133,0,3,2,1,1963.855139,1139.52,1139.52,0.04910842,0,0.122477895,0.002734501,1142.12,0,['Free checked bags'],1966.855139,957,5,2055,133,1352,4,1848,658,658,Exclusive Discount
552775,25/01/2023,F,Unmarried,Has no children,canada,calgary,YYC,chicago,UGN,145,402.29,51.114,-114.02,41.786,-87.752,12/06/2023 11:48,13/06/2023 11:00,21,2.3,8,2,3,2,2,0,2,0,4,2,0.333333333,402.29,0,145,0,2,3,0,2247.142659,804.58,804.58,0.034673944,0,0.140270232,0.001685845,806.88,1,['One night free hotel with flight'],2249.142659,963,7,1169,145,435,2,2181,791,435,No Cancellation Fee
552809,25/01/2023,F,Unmarried,Has no children,usa,nashville,BNA,phoenix,PHX,124,448.62,36.124,-86.678,40.64,-73.779,06/04/2023 10:32,10/04/2023 11:00,34,1.9,8,3,3,3,2,0,1,3,3,2,0.166666667,448.62,3,124,0,3,3,4,1229.771137,448.62,448.62,0.019333596,0,0.076372545,0.001726455,451.02,0,['Free checked bags'],1231.771137,1296,10,1232,124,1598,7,849,1407,849,One Night Free Hotel
552861,25/01/2023,F,Married,Has no children,usa,new york,LGA,winnipeg,YAV,259,5801.041898,40.777,-73.872,50.056,103.867,02/02/2023 17:35,05/02/2023 11:00,45,17,8,3,2,3,2,1,3,2,2,2,0.5,5801.041898,2,259,1,3,2,2,9912.506293,17403.12569,17403.12569,0.75,0,0.621705964,0.008227276,17421.12569,3,['Free hotel meals'],9914.506293,72,6,107,260,38,5,107,11,11,Exclusive Discount
552904,26/01/2023,F,Unmarried,Has children,usa,new york,JFK,washington,YZD,126,678.11,40.64,-73.779,43.862,-77.037,27/04/2023 11:25,27/04/2023 11:00,48,2,8,4,4,4,2,0,2,4,5,2,0.333333333,678.11,4,126,0,4,4,-1,447.4269689,1356.22,1356.22,0.058447259,0,0.027236137,0.014635193,1359.553333,0,['Free checked bags'],449.4269689,1926,8,1703,126,1536,3,2017,507,507,Exclusive Discount
